Vial,Treatment,Rep,AgeBin,CourtshipLatency,CopulationLatency,CopulationDuration,Copulation,Date,Temperature,Humidity,StartTime,Bin2,Bin3,Bin4,FinishSetUp,EndTime
6,LTS,2,1,10:07,,,0,8/20/14,22,72,9:19,9:33,9:44,9:50,9:56,11:36
7,LTS,3,1,9:26,,,0,8/20/14,22,72,9:19,9:33,9:44,9:50,9:56,11:36
8,LTS,4,1,9:46,10:22,10:41,1,8/20/14,22,72,9:19,9:33,9:44,9:50,9:56,11:36
9,LTC,1,1,9:27,11:29,,0,8/20/14,22,72,9:19,9:33,9:44,9:50,9:56,11:36
10,LTC,2,1,9:40,10:16,10:41,1,8/20/14,22,72,9:19,9:33,9:44,9:50,9:56,11:36
11,LTC,3,1,9:25,10:56,11:10,1,8/20/14,22,72,9:19,9:33,9:44,9:50,9:56,11:36
12,LTC,4,1,,,,0,8/20/14,22,72,9:19,9:33,9:44,9:50,9:56,11:36
13,LTP,1,2,10:02,10:07,10:39,1,8/20/14,22,72,9:19,9:33,9:44,9:50,9:56,11:36
14,LTP,2,2,9:42,10:02,10:25,1,8/20/14,22,72,9:19,9:33,9:44,9:50,9:56,11:36
15,LTP,3,2,,10:05,10:26,1,8/20/14,22,72,9:19,9:33,9:44,9:50,9:56,11:36
16,LTP,4,2,9:41,10:13,10:39,1,8/20/14,22,72,9:19,9:33,9:44,9:50,9:56,11:36
17,LTS,1,2,9:42,,,0,8/20/14,22,72,9:19,9:33,9:44,9:50,9:56,11:36
18,LTS,2,2,10:24,10:35,10:57,1,8/20/14,22,72,9:19,9:33,9:44,9:50,9:56,11:36
19,LTS,3,2,10:14,,,0,8/20/14,22,72,9:19,9:33,9:44,9:50,9:56,11:36
20,LTS,4,2,10:09,10:10,10:34,1,8/20/14,22,72,9:19,9:33,9:44,9:50,9:56,11:36
21,LTC,1,2,9:44,10:49,11:11,1,8/20/14,22,72,9:19,9:33,9:44,9:50,9:56,11:36
22,LTC,2,2,9:55,10:01,10:25,1,8/20/14,22,72,9:19,9:33,9:44,9:50,9:56,11:36
23,LTC,3,2,9:48,11:23,,0,8/20/14,22,72,9:19,9:33,9:44,9:50,9:56,11:36
24,LTC,4,2,10:19,10:39,11:01,1,8/20/14,22,72,9:19,9:33,9:44,9:50,9:56,11:36
25,LTP,1,3,9:48,9:59,10:20,1,8/20/14,22,72,9:19,9:33,9:44,9:50,9:56,11:36
26,LTP,2,3,9:51,10:34,10:59,1,8/20/14,22,72,9:19,9:33,9:44,9:50,9:56,11:36
27,LTP,3,3,9:57,10:05,10:39,1,8/20/14,22,72,9:19,9:33,9:44,9:50,9:56,11:36
28,LTP,4,3,,10:26,10:54,1,8/20/14,22,72,9:19,9:33,9:44,9:50,9:56,11:36
29,LTS,1,3,,11:16,11:36,1,8/20/14,22,72,9:19,9:33,9:44,9:50,9:56,11:36
30,LTS,2,3,10:49,11:09,11:33,1,8/20/14,22,72,9:19,9:33,9:44,9:50,9:56,11:36
31,LTS,3,3,9:56,10:09,10:39,1,8/20/14,22,72,9:19,9:33,9:44,9:50,9:56,11:36
32,LTS,4,3,,,,0,8/20/14,22,72,9:19,9:33,9:44,9:50,9:56,11:36
33,LTC,1,3,,10:59,11:21,1,8/20/14,22,72,9:19,9:33,9:44,9:50,9:56,11:36
34,LTC,2,3,9:56,10:04,10:29,1,8/20/14,22,72,9:19,9:33,9:44,9:50,9:56,11:36
35,LTC,3,3,9:52,9:59,10:24,1,8/20/14,22,72,9:19,9:33,9:44,9:50,9:56,11:36
36,LTC,4,3,,10:17,10:44,1,8/20/14,22,72,9:19,9:33,9:44,9:50,9:56,11:36
37,LTP,1,4,9:54,10:02,10:28,1,8/20/14,22,72,9:19,9:33,9:44,9:50,9:56,11:36
38,LTP,2,4,9:58,10:08,10:43,1,8/20/14,22,72,9:19,9:33,9:44,9:50,9:56,11:36
39,LTP,3,4,9:53,10:01,10:25,1,8/20/14,22,72,9:19,9:33,9:44,9:50,9:56,11:36
40,LTP,4,4,10:08,10:10,10:34,1,8/20/14,22,72,9:19,9:33,9:44,9:50,9:56,11:36
41,LTS,1,4,10:21,11:01,11:33,1,8/20/14,22,72,9:19,9:33,9:44,9:50,9:56,11:36
42,LTS,2,4,9:59,10:06,10:41,1,8/20/14,22,72,9:19,9:33,9:44,9:50,9:56,11:36
43,LTS,3,4,,10:01,10:24,1,8/20/14,22,72,9:19,9:33,9:44,9:50,9:56,11:36
44,LTS,4,4,10:02,10:03,10:24,1,8/20/14,22,72,9:19,9:33,9:44,9:50,9:56,11:36
45,LTC,1,4,10:05,10:40,10:58,1,8/20/14,22,72,9:19,9:33,9:44,9:50,9:56,11:36
47,LTC,3,4,10:00,10:40,11:09,1,8/20/14,22,72,9:19,9:33,9:44,9:50,9:56,11:36
48,LTC,4,4,10:28,10:33,10:58,1,8/20/14,22,72,9:19,9:33,9:44,9:50,9:56,11:36
1,LTP,1,1,9:21,11:14,,0,8/26/14,23,67,9:10,9:17,9:25,9:33,9:39,11:14
2,LTP,2,1,,,,0,8/26/14,23,67,9:10,9:17,9:25,9:33,9:39,11:14
3,LTP,3,1,9:15,10:16,10:40,1,8/26/14,23,67,9:10,9:17,9:25,9:33,9:39,11:14
4,LTP,4,1,9:15,10:39,11:00,1,8/26/14,23,67,9:10,9:17,9:25,9:33,9:39,11:14
5,LTS,1,1,9:14,,,0,8/26/14,23,67,9:10,9:17,9:25,9:33,9:39,11:14
6,LTS,2,1,9:31,9:59,10:23,1,8/26/14,23,67,9:10,9:17,9:25,9:33,9:39,11:14
7,LTS,3,1,9:16,10:04,10:20,1,8/26/14,23,67,9:10,9:17,9:25,9:33,9:39,11:14
8,LTS,4,1,9:16,10:59,,0,8/26/14,23,67,9:10,9:17,9:25,9:33,9:39,11:14
9,LTC,1,1,9:23,,,0,8/26/14,23,67,9:10,9:17,9:25,9:33,9:39,11:14
10,LTC,2,1,9:20,,,0,8/26/14,23,67,9:10,9:17,9:25,9:33,9:39,11:14
11,LTC,3,1,9:47,,,0,8/26/14,23,67,9:10,9:17,9:25,9:33,9:39,11:14
12,LTC,4,1,9:19,,,0,8/26/14,23,67,9:10,9:17,9:25,9:33,9:39,11:14
13,LTP,1,2,11:02,11:03,,0,8/26/14,23,67,9:10,9:17,9:25,9:33,9:39,11:14
14,LTP,2,2,9:21,9:26,9:44,1,8/26/14,23,67,9:10,9:17,9:25,9:33,9:39,11:14
15,LTP,3,2,9:32,9:47,10:07,1,8/26/14,23,67,9:10,9:17,9:25,9:33,9:39,11:14
16,LTP,4,2,,9:50,10:16,1,8/26/14,23,67,9:10,9:17,9:25,9:33,9:39,11:14
17,LTS,1,2,9:42,9:46,10:11,1,8/26/14,23,67,9:10,9:17,9:25,9:33,9:39,11:14
18,LTS,2,2,9:25,9:59,10:17,1,8/26/14,23,67,9:10,9:17,9:25,9:33,9:39,11:14
19,LTS,3,2,9:26,9:40,10:03,1,8/26/14,23,67,9:10,9:17,9:25,9:33,9:39,11:14
20,LTS,4,2,,9:29,9:52,1,8/26/14,23,67,9:10,9:17,9:25,9:33,9:39,11:14
21,LTC,1,2,9:38,10:20,10:42,1,8/26/14,23,67,9:10,9:17,9:25,9:33,9:39,11:14
22,LTC,2,2,9:35,9:36,9:51,1,8/26/14,23,67,9:10,9:17,9:25,9:33,9:39,11:14
23UA,LTC,3,2,9:29,10:00,10:23,1,8/26/14,23,67,9:10,9:17,9:25,9:33,9:39,11:14
24,LTC,4,2,9:27,,,0,8/26/14,23,67,9:10,9:17,9:25,9:33,9:39,11:14
25,LTP,1,3,9:43,10:04,10:26,1,8/26/14,23,67,9:10,9:17,9:25,9:33,9:39,11:14
26,LTP,2,3,9:32,9:44,10:05,1,8/26/14,23,67,9:10,9:17,9:25,9:33,9:39,11:14
27,LTP,3,3,9:38,10:35,10:58,1,8/26/14,23,67,9:10,9:17,9:25,9:33,9:39,11:14
28,LTP,4,3,10:19,10:22,10:42,1,8/26/14,23,67,9:10,9:17,9:25,9:33,9:39,11:14
29,LTS,1,3,,9:42,10:05,1,8/26/14,23,67,9:10,9:17,9:25,9:33,9:39,11:14
30,LTS,2,3,9:42,9:47,10:11,1,8/26/14,23,67,9:10,9:17,9:25,9:33,9:39,11:14
31,LTS,3,3,9:58,9:58,10:23,1,8/26/14,23,67,9:10,9:17,9:25,9:33,9:39,11:14
32,LTS,4,3,9:50,10:41,11:00,1,8/26/14,23,67,9:10,9:17,9:25,9:33,9:39,11:14
33,LTC,1,3,9:40,9:43,10:03,1,8/26/14,23,67,9:10,9:17,9:25,9:33,9:39,11:14
34,LTC,2,3,,,,0,8/26/14,23,67,9:10,9:17,9:25,9:33,9:39,11:14
35,LTC,3,3,10:20,10:21,10:44,1,8/26/14,23,67,9:10,9:17,9:25,9:33,9:39,11:14
36,LTC,4,3,9:40,9:44,10:09,1,8/26/14,23,67,9:10,9:17,9:25,9:33,9:39,11:14
37,LTP,1,4,,,,0,8/26/14,23,67,9:10,9:17,9:25,9:33,9:39,11:14
38,LTP,2,4,9:45,9:49,10:08,1,8/26/14,23,67,9:10,9:17,9:25,9:33,9:39,11:14
39,LTP,3,4,9:43,9:56,10:26,1,8/26/14,23,67,9:10,9:17,9:25,9:33,9:39,11:14
40,LTP,4,4,,11:07,,0,8/26/14,23,67,9:10,9:17,9:25,9:33,9:39,11:14
41,LTS,1,4,9:38,9:42,10:14,1,8/26/14,23,67,9:10,9:17,9:25,9:33,9:39,11:14
42,LTS,2,4,9:56,9:56,10:23,1,8/26/14,23,67,9:10,9:17,9:25,9:33,9:39,11:14
43,LTS,3,4,,10:46,11:14,1,8/26/14,23,67,9:10,9:17,9:25,9:33,9:39,11:14
44,LTS,4,4,9:45,9:49,10:13,1,8/26/14,23,67,9:10,9:17,9:25,9:33,9:39,11:14
45,LTC,1,4,9:40,10:06,10:36,1,8/26/14,23,67,9:10,9:17,9:25,9:33,9:39,11:14
46,LTC,2,4,9:42,9:46,10:18,1,8/26/14,23,67,9:10,9:17,9:25,9:33,9:39,11:14
47,LTC,3,4,9:44,9:48,10:10,1,8/26/14,23,67,9:10,9:17,9:25,9:33,9:39,11:14
48,LTC,4,4,10:13,10:13,10:42,1,8/26/14,23,67,9:10,9:17,9:25,9:33,9:39,11:14
