""	""	""	""	""	""	""	""	""	"Light"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"C"	"C"	"C"	"C"	"C"	"SF"	"SF"	"SF"	"SF"	"SF"	"SF"	"SF"	"SC"	"SC"	"SC"	"SC"	"SC"	"SC"	"SC"	"SC"
467	2016-06-15	1899-12-30 19:50:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	4	6	0	5
468	2016-06-15	1899-12-30 19:51:00	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	3	2	0	0
469	2016-06-15	1899-12-30 19:52:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2	1	0	4
470	2016-06-15	1899-12-30 19:53:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	2
471	2016-06-15	1899-12-30 19:54:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	1	0	1	0	0	0	0	0	0	0
472	2016-06-15	1899-12-30 19:55:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	7	0	0	0	0	0	0	0	0	0	0	2	0	4
473	2016-06-15	1899-12-30 19:56:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	8	11	0	0	0	0	0	0	0	4	0	0	3	0	0
474	2016-06-15	1899-12-30 19:57:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	7	5	0	0	0	0	0	1	1	0	2	0	0	0	0
475	2016-06-15	1899-12-30 19:58:00	1	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	8	1	0	0	0	0	0	2	10	0	1	0	0	3	0
476	2016-06-15	1899-12-30 19:59:00	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	11	0	0	0	0	0	0	6	8	0	2	0	0	3	1
477	2016-06-15	1899-12-30 20:00:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	5	5	0	4	0	0	0	0
478	2016-06-15	1899-12-30 20:01:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	3	0	3	7	1	0	0	0	0	0
479	2016-06-15	1899-12-30 20:02:00	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	4	2	0	0	0	8	0	3
480	2016-06-15	1899-12-30 20:03:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	2	0	0	7	0	0	0	0	1	0	3
481	2016-06-15	1899-12-30 20:04:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	9	0	0	0	1	0	0	11	1	0	0	0	0	0	1
482	2016-06-15	1899-12-30 20:05:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	2	0	0	11	1	0	0	0	4	0	0
483	2016-06-15	1899-12-30 20:06:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	7	1	0	0	1	0	0	8	0	1	0	0	2	0	3
484	2016-06-15	1899-12-30 20:07:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	7	0	2	0	0	0	0	31
485	2016-06-15	1899-12-30 20:08:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	10	0	2	1	0	0	0	5
486	2016-06-15	1899-12-30 20:09:00	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	6	0	0	3	0	0	0	10	0	16	5	0	0	0	0
487	2016-06-15	1899-12-30 20:10:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	4	0	0	5	0	0	2	0	0	0	7	0	0	7	0	0	2	0
488	2016-06-15	1899-12-30 20:11:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	2	0	5	0	2	0	0	6	0	2	0	0	3	10	6
489	2016-06-15	1899-12-30 20:12:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	0	0	6	0	2	2	0	9	3	2
490	2016-06-15	1899-12-30 20:13:00	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	12	0	5	2	0	0	0	5	0	0	0	1	8	4	0
491	2016-06-15	1899-12-30 20:14:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	3	0	0	2	1	1	6	0
492	2016-06-15	1899-12-30 20:15:00	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	6	1	0	2	1	0	0	6	0	0	0	3	0	4	0
493	2016-06-15	1899-12-30 20:16:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	3	0	0	0	2	2	0	1
494	2016-06-15	1899-12-30 20:17:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	1	1	0	0	0	0	0	0	1	6	0	1
495	2016-06-15	1899-12-30 20:18:00	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	1	5	0	4
496	2016-06-15	1899-12-30 20:19:00	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	2	1	0	1
497	2016-06-15	1899-12-30 20:20:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	2
498	2016-06-15	1899-12-30 20:21:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	13	0	0	0	1	1	0	0
499	2016-06-15	1899-12-30 20:22:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	1	0	0	0	7	0	0	2	0	0	0	0
500	2016-06-15	1899-12-30 20:23:00	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	7	7	0	0	1	0	4	0	0
501	2016-06-15	1899-12-30 20:24:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	6	2	0	0	0	4	0	0
502	2016-06-15	1899-12-30 20:25:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	8	0	0	2	0	0	0	1
503	2016-06-15	1899-12-30 20:26:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	7	0	0	3	0	0	0	4	1	0	0	0	0	0	2
504	2016-06-15	1899-12-30 20:27:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	3	4	0	0	0	0	0	3
505	2016-06-15	1899-12-30 20:28:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	12	0	0	3	0	5	2	2	0	0	0	0	0	2
506	2016-06-15	1899-12-30 20:29:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	5	0	1	5	9	0	0	0	0	0	2
507	2016-06-15	1899-12-30 20:30:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	1	0	1	3	0	0	0	0	0	0	0
508	2016-06-15	1899-12-30 20:31:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0	3	2	0	1	4	0	0	0	0	0	2
509	2016-06-15	1899-12-30 20:32:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	3	3	2	20	5	2	0	0	0	1
510	2016-06-15	1899-12-30 20:33:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	2	2	0	35	1	0	1	0	0	7
511	2016-06-15	1899-12-30 20:34:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	12	0	0	0	2	1	2	2	0	3	0	2	0	0	1
512	2016-06-15	1899-12-30 20:35:00	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	3	0	0	0	0	3	2	0	0	0	0
513	2016-06-15	1899-12-30 20:36:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	3	3	1	0	0	0
514	2016-06-15	1899-12-30 20:37:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	2	0	0	0	0	0	0	0	0	0
515	2016-06-15	1899-12-30 20:38:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	4	0	0	0	0	1
516	2016-06-15	1899-12-30 20:39:00	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	6	0	0	0	11	4	0	2	0	0	0
517	2016-06-15	1899-12-30 20:40:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	2	1	0	2	1	0	0
518	2016-06-15	1899-12-30 20:41:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	3	0	2	3	0	5
519	2016-06-15	1899-12-30 20:42:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
520	2016-06-15	1899-12-30 20:43:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	3	0	3
521	2016-06-15	1899-12-30 20:44:00	1	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	3	1	0	0	0	0	0	0	0	3	0	0
522	2016-06-15	1899-12-30 20:45:00	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	6	0	4
523	2016-06-15	1899-12-30 20:46:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	5	0	0	0	0	0	0	0	5	0	0
524	2016-06-15	1899-12-30 20:47:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0
525	2016-06-15	1899-12-30 20:48:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	1	3	0	0	0	0	2	0	0	3	0	0
526	2016-06-15	1899-12-30 20:49:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	2	0	0
527	2016-06-15	1899-12-30 20:50:00	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	4	0	0	0	3	0	0
528	2016-06-15	1899-12-30 20:51:00	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	4	0	0	0	5	0	0	0	8	0	1
529	2016-06-15	1899-12-30 20:52:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	5	0	2	0	1	0	0
530	2016-06-15	1899-12-30 20:53:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	3	0	2	0	4
531	2016-06-15	1899-12-30 20:54:00	1	0	0	0	0	0	1	0	0	0	0	0	0	1	3	0	1	0	0	0	0	0	0	10	0	0	0	0	0	4	0	1	0	6
532	2016-06-15	1899-12-30 20:55:00	1	0	0	0	0	0	1	0	0	0	5	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	3	0	0
533	2016-06-15	1899-12-30 20:56:00	1	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0
534	2016-06-15	1899-12-30 20:57:00	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	1	0	3
535	2016-06-15	1899-12-30 20:58:00	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	3	0	3
536	2016-06-15	1899-12-30 20:59:00	1	0	0	0	0	0	1	0	0	0	2	0	0	4	0	0	0	0	0	0	6	0	1	7	0	0	0	0	0	0	0	1	0	0
537	2016-06-15	1899-12-30 21:00:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3	0	0
538	2016-06-15	1899-12-30 21:01:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	5	0	0	0	1	0	0	0	0	0	0
539	2016-06-15	1899-12-30 21:02:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	4	0	0	0	0	3	0	0	0	0	0
540	2016-06-15	1899-12-30 21:03:00	1	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	7	0	0	0	7	2	0	0	0	3	0	0	0	3	0
541	2016-06-15	1899-12-30 21:04:00	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	6	1	0	0	6	11	0	0	0	5	5	0	0	1	0
542	2016-06-15	1899-12-30 21:05:00	1	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	4	0	0	0	8	2	0	0	0	0	1	0	0	9	0
543	2016-06-15	1899-12-30 21:06:00	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	4	1	0	0	0	0	1	0	3	2	8
544	2016-06-15	1899-12-30 21:07:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	2	3	0	0	0	0	0	0	10	0	4
545	2016-06-15	1899-12-30 21:08:00	1	0	0	0	0	0	1	0	0	0	0	0	0	1	6	0	0	0	0	3	3	0	0	7	3	0	0	1	14	0	0	3	0	0
546	2016-06-15	1899-12-30 21:09:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	7	2	0	0	5	0	0	0	7	0	0	0	2	5	0
547	2016-06-15	1899-12-30 21:10:00	1	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	3	0	0	0	2	0	0	1	2	0	0	0	3	0	0
548	2016-06-15	1899-12-30 21:11:00	1	0	0	0	0	0	1	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	1	0	0
549	2016-06-15	1899-12-30 21:12:00	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	7	0	0	0	2	0	0
550	2016-06-15	1899-12-30 21:13:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	3	0	0	0	4	0	0
551	2016-06-15	1899-12-30 21:14:00	1	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	5	1	0	0	0	0	2	0	4	0	0
552	2016-06-15	1899-12-30 21:15:00	1	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	2	0	2	9	1	0	0	2	0	0	0	6	0	0
553	2016-06-15	1899-12-30 21:16:00	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	2	0	0	0	0	0	0	1	0	0
554	2016-06-15	1899-12-30 21:17:00	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	3	3	0	0	0	0	0	0	1	0	0
555	2016-06-15	1899-12-30 21:18:00	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	2	5	0	0	0	0	0	0	0	3	0	1
556	2016-06-15	1899-12-30 21:19:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	7	0	0
557	2016-06-15	1899-12-30 21:20:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0
558	2016-06-15	1899-12-30 21:21:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0
559	2016-06-15	1899-12-30 21:22:00	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	3	0	0
560	2016-06-15	1899-12-30 21:23:00	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	9	0	0	0	2	4	0	0	0	0	0	0	5	0	0
561	2016-06-15	1899-12-30 21:24:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	1	1	1	0	0	0	0	0	0	4	0	0
562	2016-06-15	1899-12-30 21:25:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	3	0	1	2	3	0	0	0	0	0	0	0	5	0	0
563	2016-06-15	1899-12-30 21:26:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	1	7	0	0	0	0	0	0	0	6	0	0
564	2016-06-15	1899-12-30 21:27:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	7	0	3	3	5	6	0	0	0	0	0	0	3	0	0
565	2016-06-15	1899-12-30 21:28:00	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	3	0	0	5	0	0	0	2	0	0	0	0	0	0	0	5	0	0
566	2016-06-15	1899-12-30 21:29:00	1	0	0	0	0	0	1	0	0	0	0	4	0	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
567	2016-06-15	1899-12-30 21:30:00	1	0	0	0	0	0	1	0	0	0	0	3	0	0	2	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	5	0	0
568	2016-06-15	1899-12-30 21:31:00	1	0	0	0	0	0	1	0	0	0	2	0	0	0	2	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	3	0	0
569	2016-06-15	1899-12-30 21:32:00	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	2	0	7	0	0	0	6	0	0	0	0	0	0	0	3	5	0
570	2016-06-15	1899-12-30 21:33:00	1	0	0	0	0	0	1	0	0	0	0	7	0	0	0	0	0	3	0	6	0	0	0	3	0	0	3	0	0	0	0	4	8	1
571	2016-06-15	1899-12-30 21:34:00	1	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	6	0	0	0	5	0	0	5	1	0	0	0	4	0	0
572	2016-06-15	1899-12-30 21:35:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	10	0	6	0	0	10	1	0	0	0	9	0	0
573	2016-06-15	1899-12-30 21:36:00	1	0	0	0	0	0	1	0	0	0	0	3	0	0	0	11	0	2	0	6	0	1	0	6	0	0	8	8	0	0	0	7	0	0
574	2016-06-15	1899-12-30 21:37:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	4	0	0	15	6	0	0	0	2	0	0
575	2016-06-15	1899-12-30 21:38:00	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	6	0	0	0	0	6	0	3
576	2016-06-15	1899-12-30 21:39:00	1	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	5	0	0	0	0	0	7	0	0	4	1	0	0	1	9	0	0
577	2016-06-15	1899-12-30 21:40:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	10	0	0	0	2	6	0	0
578	2016-06-15	1899-12-30 21:41:00	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	6	0	0	0	0	10	0	3
579	2016-06-15	1899-12-30 21:42:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	7	0	0	0	0	7	0	0
580	2016-06-15	1899-12-30 21:43:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	7	0	0	0	0	4	0	0
581	2016-06-15	1899-12-30 21:44:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	5	1	0	1	0	7	0	0
582	2016-06-15	1899-12-30 21:45:00	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	6	0	0	3	2	9	0	0
583	2016-06-15	1899-12-30 21:46:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	7	0	0	4	1	6	0	0
584	2016-06-15	1899-12-30 21:47:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	8	1	0	0	1	9	0	0
585	2016-06-15	1899-12-30 21:48:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	7	0	0	0	1	6	0	0
586	2016-06-15	1899-12-30 21:49:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	2	0	0	6	0	0	0	0	7	0	0
587	2016-06-15	1899-12-30 21:50:00	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	4	0	0	9	0	0	0	0	7	0	0
588	2016-06-15	1899-12-30 21:51:00	1	0	0	0	0	0	1	0	0	0	3	0	2	0	0	0	0	1	0	0	0	0	0	5	0	0	4	0	2	0	1	2	0	0
589	2016-06-15	1899-12-30 21:52:00	1	0	0	0	0	0	1	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	3	5	0	3
590	2016-06-15	1899-12-30 21:53:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	9	0	0
591	2016-06-15	1899-12-30 21:54:00	1	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	13	0	0
592	2016-06-15	1899-12-30 21:55:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
593	2016-06-15	1899-12-30 21:56:00	1	0	0	0	0	0	1	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0
594	2016-06-15	1899-12-30 21:57:00	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	7	0	0
595	2016-06-15	1899-12-30 21:58:00	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	4	0	3	0	3
596	2016-06-15	1899-12-30 21:59:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	0	0
597	2016-06-15	1899-12-30 22:00:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	5	0	10	0	0
598	2016-06-15	1899-12-30 22:01:00	1	0	0	0	0	0	1	1	1	1	1	2	2	4	4	3	9	5	1	7	4	8	5	6	1	4	4	5	3	2	2	9	5	0
599	2016-06-15	1899-12-30 22:02:00	1	0	0	0	0	0	0	2	0	0	0	11	0	7	8	0	0	4	3	8	0	5	7	11	4	2	4	2	3	0	4	6	1	0
600	2016-06-15	1899-12-30 22:03:00	1	0	0	0	0	0	0	0	0	2	0	7	6	0	1	0	2	2	3	13	0	3	1	2	0	0	7	2	6	0	4	3	0	0
601	2016-06-15	1899-12-30 22:04:00	1	0	0	0	0	0	0	0	0	0	0	4	1	0	7	0	0	1	0	7	3	1	0	2	0	0	4	3	6	4	0	2	0	0
602	2016-06-15	1899-12-30 22:05:00	1	0	0	0	0	0	0	0	0	0	2	0	3	0	6	0	2	2	0	5	2	3	4	6	0	0	4	5	2	2	1	0	0	0
603	2016-06-15	1899-12-30 22:06:00	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	2	16	1	0	2	0	0	0	0	3	1	0	1	0	0	0
604	2016-06-15	1899-12-30 22:07:00	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	9	3	1	0	0	0	0	0	2	0	0	0	0	0	0
605	2016-06-15	1899-12-30 22:08:00	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	7	0	0	0	0	0	0	0	5	0	0	0	4	0	0
606	2016-06-15	1899-12-30 22:09:00	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	5	9	0	0	0	0	0
607	2016-06-15	1899-12-30 22:10:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	6	0	0	0	5	0	0	0	1	2	0	0	8	0	0
608	2016-06-15	1899-12-30 22:11:00	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	3	1	0	8	0	0
609	2016-06-15	1899-12-30 22:12:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	4	0	0	3	0	0
610	2016-06-15	1899-12-30 22:13:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
611	2016-06-15	1899-12-30 22:14:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
612	2016-06-15	1899-12-30 22:15:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
613	2016-06-15	1899-12-30 22:16:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
614	2016-06-15	1899-12-30 22:17:00	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
615	2016-06-15	1899-12-30 22:18:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
616	2016-06-15	1899-12-30 22:19:00	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
617	2016-06-15	1899-12-30 22:20:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618	2016-06-15	1899-12-30 22:21:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
619	2016-06-15	1899-12-30 22:22:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
